,ticker,start_date,end_date
1440,CSPI,1982-01-29 00:00:00-05:00,2024-06-07 00:00:00-04:00
1441,CSR,1997-10-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1442,CSR-PC,2017-09-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1443,CSSEN,2020-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1444,CSTE,2012-03-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1445,CSTL,2019-07-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1446,CSTM,2013-05-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1447,CSUI,2019-05-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
1448,CSV,1996-08-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1449,CSWC,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1450,CSWI,2015-09-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1451,CSX,1980-11-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
1452,CTA-PB,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1453,CTAS,1983-08-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1454,CTBI,1987-12-29 00:00:00-05:00,2024-06-07 00:00:00-04:00
1455,CTGL,2012-08-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1456,CTGO,2010-12-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1457,CTHR,1997-11-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
1458,CTKB,2021-07-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1459,CTKYY,2018-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1460,CTLPP,1995-03-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
1461,CTLT,2014-07-31 00:00:00-04:00,2024-06-07 00:00:00-04:00
1462,CTMX,2015-10-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
1463,CTO,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1464,CTO-PA,2021-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1465,CTOS,2017-10-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1466,CTRA,1990-02-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1467,CTRE,2014-05-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1468,CTRM,2019-02-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
1469,CTRN,2005-05-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
1470,CTS,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1471,CTSH,1998-06-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1472,CTSO,2006-08-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
1473,CTV,2021-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1474,CTVA,2019-05-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1475,CTXR,2014-10-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
1476,CUBA,1994-05-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1477,CUBB,2019-12-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
1478,CUBE,2004-10-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1479,CUE,2018-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1480,CUII,2012-08-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1481,CUKPF,2001-08-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1482,CULL,2009-10-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
1483,CULP,1983-08-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1484,CURLF,2018-10-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1485,CURV,2021-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1486,CUTR,2004-03-31 00:00:00-05:00,2024-06-07 00:00:00-04:00
1487,CUZ,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1488,CVAC,2020-08-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1489,CVAT,2008-11-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
1490,CVBF,1983-04-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
1491,CVCO,2003-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1492,CVE,2009-11-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1493,CVEO,2014-05-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1494,CVGI,2004-08-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1495,CVGW,2002-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1496,CVI,2007-10-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1497,CVII,2021-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1498,CVLG,1994-10-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1499,CVLT,2006-09-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1500,CVLY,1994-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1501,CVM,1983-12-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1502,CVMCA,2021-02-05 00:00:00-05:00,2024-05-28 00:00:00-04:00
1503,CVNA,2017-04-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1504,CVR,1973-02-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
1505,CVRX,2021-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1506,CVS,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1507,CVSI,2013-02-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
1508,CVV,1999-03-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
1509,CVX,1962-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1510,CW,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1511,CWAN,2021-09-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1512,CWBC,1999-03-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1513,CWBHF,2018-09-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
1514,CWBR,2017-12-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
1515,CWCO,1995-01-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
1516,CWEN,2015-05-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1517,CWEN-A,2013-07-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1518,CWGL,2013-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1519,CWH,2016-10-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
1520,CWK,2018-08-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
1521,CWNOF,2006-10-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1522,CWST,1997-10-29 00:00:00-05:00,2024-06-07 00:00:00-04:00
1523,CWT,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1524,CXDO,2018-03-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1525,CXM,2021-06-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1526,CXMSF,2009-02-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
1527,CXW,1997-07-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1528,CXXIF,2018-06-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1529,CYAN,1991-05-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
1530,CYAP,2005-09-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1531,CYBF,2013-07-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1532,CYBN,2019-09-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1533,CYBR,2014-09-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1534,CYCA,2012-06-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1535,CYCCP,2005-11-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
1536,CYCN,2019-03-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
1537,CYD,1994-12-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
1538,CYDY,2006-12-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
1539,CYH,2000-06-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1540,CYN,2021-10-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1541,CYRX,2005-08-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1542,CYTH,2000-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1543,CYTK,2004-04-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1544,CYTO,2014-08-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1545,CZFS,1999-01-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
1546,CZNC,1994-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1547,CZOO,2021-08-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1548,CZR,2014-09-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1549,CZWI,2004-03-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
1550,D,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1551,DAC,2006-10-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
1552,DADA,2020-06-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1553,DAIO,1989-01-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
1554,DAKT,1994-02-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
1555,DAL,2007-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1556,DALN,2021-06-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
1557,DAN,2008-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1558,DAO,2019-10-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1559,DAR,1994-09-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1560,DARE,2014-04-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
1561,DASH,2020-12-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
1562,DATSW,2021-08-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1563,DAVA,2018-07-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1564,DAWN,2021-05-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1565,DBD,2023-08-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1566,DBI,2005-06-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1567,DBMM,2003-06-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
1568,DBRG,2014-06-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1569,DBRG-PJ,2017-09-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1570,DBRM,2004-05-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
1571,DBVT,2014-10-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1572,DBX,2018-03-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1573,DC,2022-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1574,DCAC,2014-08-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1575,DCBO,2020-12-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
1576,DCF,2017-10-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1577,DCI,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1578,DCLT,2012-09-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1579,DCO,1973-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1580,DCOMP,2020-01-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
1581,DCPH,2017-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1582,DCTH,2018-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1583,DD,1972-06-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1584,DDD,1988-03-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
1585,DDI,2021-08-31 00:00:00-04:00,2024-06-07 00:00:00-04:00
1586,DDL,2021-06-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1587,DDOG,2019-09-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1588,DDT,1998-10-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1589,DE,1972-06-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1590,DEA,2015-02-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
1591,DECK,1993-10-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1592,DEI,2006-10-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1593,DELL,2016-08-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1594,DENN,1998-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1595,DERM,2021-11-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
1596,DESP,2017-09-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1597,DFCO,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1598,DFH,2021-01-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1599,DFIN,2016-09-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1600,DFS,2007-06-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1601,DG,2009-11-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
1602,DGEAF,2009-02-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
1603,DGHI,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1604,DGICB,1986-10-29 00:00:00-05:00,2024-06-07 00:00:00-04:00
1605,DGII,1989-10-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1606,DGLY,2007-05-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
1607,DGTW,1998-06-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1608,DGWR,1999-12-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1609,DGX,1996-12-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1610,DH,2021-09-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1611,DHCC,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1612,DHF,1998-04-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1613,DHI,1992-06-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1614,DHIL,1996-06-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1615,DHR,1978-12-29 00:00:00-05:00,2024-06-07 00:00:00-04:00
1616,DHT,2005-10-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1617,DHX,2007-07-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1618,DHY,1998-07-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1619,DIAH,2019-09-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1620,DIBS,2021-06-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
1621,DIDIY,2021-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1622,DIGAF,2007-05-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1623,DIGP,2012-08-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1624,DIN,1991-07-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
1625,DINO,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1626,DIOD,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1627,DIS,1962-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1628,DIT,1995-08-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
1629,DJCO,1986-06-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
1630,DK,2006-05-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
1631,DKL,2012-11-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
1632,DKNG,2019-07-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1633,DKS,2002-10-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
1634,DLA,2000-07-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1635,DLB,2005-02-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1636,DLCR,2016-09-08 00:00:00-04:00,2024-05-13 00:00:00-04:00
1637,DLHC,1986-05-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1638,DLNG,2013-11-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
1639,DLNG-PB,2018-10-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1640,DLO,2021-06-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1641,DLOC,2007-09-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1642,DLPN,2006-11-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1643,DLR,2004-10-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1644,DLR-PL,2019-10-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
1645,DLTH,2015-11-20 00:00:00-05:00,2024-06-07 00:00:00-04:00
1646,DLTI,2011-10-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1647,DLTR,1995-03-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
1648,DLX,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1649,DLYT,2009-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1650,DM,2019-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1651,DMAC,2012-08-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
1652,DMF,1988-10-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1653,DMLP,2003-02-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
1654,DMO,2010-02-24 00:00:00-05:00,2024-06-07 00:00:00-04:00
1655,DMRC,1999-12-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1656,DMTK,2017-08-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
1657,DMYY,2022-12-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
1658,DNA,2021-04-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1659,DNAX,2009-02-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
1660,DNB,2020-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1661,DNLI,2017-12-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1662,DNMR,2020-05-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1663,DNN,2005-02-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
1664,DNOW,2014-05-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1665,DNP,1987-01-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1666,DNUT,2021-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1667,DOC,1985-05-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1668,DOCN,2021-03-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1669,DOCS,2021-06-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1670,DOCU,2018-04-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
1671,DOGZ,2017-12-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
1672,DOLE,2021-07-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1673,DOMA,2021-01-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
1674,DOMO,2018-06-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1675,DOOO,2013-08-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
1676,DOOR,2009-07-24 00:00:00-04:00,2024-05-14 00:00:00-04:00
1677,DORM,1991-03-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
1678,DOUG,2021-12-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
1679,DOV,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1680,DOW,2019-03-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1681,DOX,1998-06-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1682,DOYU,2019-07-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1683,DPG,2011-08-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1684,DPLS,1995-02-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
1685,DPRO,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
1686,DPSI,2022-05-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1687,DPSM,2013-12-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
1688,DPWW,2015-04-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1689,DPZ,2004-07-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
1690,DQ,2010-10-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
1691,DQWS,2017-06-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
1692,DRDGF,2012-09-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1693,DREM,2017-01-24 00:00:00-05:00,2024-06-07 00:00:00-04:00
1694,DRFS,2008-02-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
1695,DRH,2005-05-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1696,DRH-PA,2020-08-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
1697,DRI,1995-05-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
1698,DRIO,2016-03-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1699,DROP,1994-10-31 00:00:00-05:00,2024-06-07 00:00:00-04:00
1700,DRQ,1997-10-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
1701,DRRX,2000-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1702,DRS,1985-06-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1703,DRUG,2021-03-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1704,DRVN,2021-01-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
1705,DSAQ,2021-11-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
1706,DSGN,2021-03-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
1707,DSGR,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1708,DSGT,2015-03-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1709,DSGX,1999-01-27 00:00:00-05:00,2024-06-07 00:00:00-04:00
1710,DSKE,2014-03-20 00:00:00-04:00,2024-05-28 00:00:00-04:00
1711,DSNY,1999-10-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1712,DSP,2021-02-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
1713,DSS,1994-04-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
1714,DSU,1998-03-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
1715,DSWL,1995-07-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1716,DSX,2005-03-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
1717,DSX-PB,2014-02-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
1718,DT,2019-08-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1719,DTC,2021-10-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1720,DTF,1991-11-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
1721,DTGI,2004-06-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1722,DTII,2013-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
1723,DTIL,2019-03-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1724,DTM,2021-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1725,DTSS,2018-03-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
1726,DUKB,2018-10-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
1727,DUO,2019-11-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1728,DUOL,2021-07-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
1729,DUOT,2017-05-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
1730,DUSYF,2013-06-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1731,DUUO,2017-04-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1732,DV,2021-04-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
1733,DVA,1995-10-31 00:00:00-05:00,2024-06-07 00:00:00-04:00
1734,DVAX,2004-02-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
1735,DVLP,2016-09-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
1736,DVN,1985-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1737,DWSN,1994-04-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
1738,DX,1988-02-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
1739,DX-PC,2020-02-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
1740,DXC,1981-12-31 00:00:00-05:00,2024-06-07 00:00:00-04:00
1741,DXCM,2005-04-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1742,DXF,2010-11-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
1743,DXIEF,2001-07-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1744,DXLG,1987-06-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
1745,DXPE,1998-05-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
1746,DXR,1983-07-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
1747,DXYN,1986-11-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
1748,DY,1984-06-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
1749,DYAI,2008-01-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
1750,DYN,2020-09-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
1751,DYNR,2007-09-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1752,DYNT,1983-12-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
1753,DYSL,2000-04-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1754,DZGH,2010-04-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
1755,DZSI,2003-11-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
1756,EA,1989-09-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1757,EACO,1986-04-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
1758,EAF,2018-04-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
1759,EARN,2013-05-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
1760,EAST,2017-01-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
1761,EAT,1984-01-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
1762,EAWD,2012-12-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
1763,EB,2018-09-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
1764,EBAY,1998-09-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
1765,EBC,2020-10-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1766,EBET,2021-04-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
1767,EBF,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
1768,EBGEF,2019-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
1769,EBMT,2000-04-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
1770,EBON,2020-06-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
1771,EBR,2008-11-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
1772,EBR-B,1996-10-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
1773,EBS,2006-11-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
1774,EBTC,2005-02-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
