,ticker,start_date,end_date
2810,HWM,2016-11-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
2811,HWM-P,2016-11-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
2812,HWNI,2022-05-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
2813,HWTR,2021-06-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
2814,HXL,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2815,HY,2012-10-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
2816,HYEX,2015-11-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
2817,HYFM,2020-12-10 00:00:00-05:00,2024-06-07 00:00:00-04:00
2818,HYLN,2020-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
2819,HYPR,2021-01-28 00:00:00-05:00,2024-06-07 00:00:00-04:00
2820,HYSR,2010-11-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
2821,HYW,2021-03-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
2822,HZEN,2021-10-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
2823,HZO,1998-06-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
2824,IAC,1993-01-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
2825,IAG,2003-07-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
2826,IART,1995-08-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
2827,IAS,2021-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2828,IAUX,2021-04-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
2829,IBCP,1985-09-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
2830,IBEX,2020-08-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
2831,IBIO,2008-08-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
2832,IBKR,2007-05-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
2833,IBM,1962-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
2834,IBOC,1995-08-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2835,IBP,2014-02-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
2836,IBRX,2015-07-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
2837,IBTX,2013-04-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
2838,ICAD,1984-12-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
2839,ICCC,1987-05-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
2840,ICCH,2017-03-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
2841,ICCM,2021-08-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
2842,ICCT,2023-09-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
2843,ICD,2014-08-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2844,ICE,2005-11-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
2845,ICFI,2006-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
2846,ICG,2023-03-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
2847,ICGL,2015-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
2848,ICHR,2016-12-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
2849,ICL,2005-03-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
2850,ICLK,2017-12-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
2851,ICLR,1998-05-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
2852,ICMB,2014-02-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
2853,ICNB,2009-09-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2854,ICR-PA,2021-09-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
2855,ICTSF,1996-06-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
2856,ICUI,1992-03-31 00:00:00-05:00,2024-06-07 00:00:00-04:00
2857,IDA,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
2858,IDAI,2021-02-24 00:00:00-05:00,2024-06-07 00:00:00-04:00
2859,IDBHF,2016-10-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
2860,IDCC,1981-11-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2861,IDEX,2007-05-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2862,IDN,1999-11-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
2863,IDR,1999-10-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
2864,IDT,2001-05-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
2865,IDXG,1998-05-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
2866,IDXX,1991-06-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
2867,IDYA,2019-05-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2868,IE,2022-06-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
2869,IEHC,1997-09-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2870,IEP,1987-07-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2871,IESC,1998-01-28 00:00:00-05:00,2024-06-07 00:00:00-04:00
2872,IEX,1989-06-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
2873,IFBD,2021-04-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
2874,IFF,1974-12-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2875,IFIN,2022-01-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2876,IFMK,2015-11-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
2877,IFRX,2017-11-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
2878,IFS,2019-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
2879,IGC,2006-05-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
2880,IGEN,2009-07-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
2881,IGEX,2013-05-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
2882,IGMS,2019-09-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
2883,IGPK,1997-11-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
2884,IGT,1990-03-26 00:00:00-05:00,2024-06-07 00:00:00-04:00
2885,IGXT,2007-01-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2886,IH,2020-10-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
2887,IHG,2003-04-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
2888,IHRTB,2020-12-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
2889,IHS,2021-10-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
2890,IHT,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
2891,IHTA,2017-11-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
2892,III,2007-02-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2893,IIIN,1992-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2894,IIIV,2018-06-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
2895,IIJIF,2017-06-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2896,IIM,1993-02-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
2897,IINNW,2021-07-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
2898,IINX,2015-06-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2899,IIPR,2016-12-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
2900,IIPR-PA,2017-10-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
2901,IKNA,2021-03-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
2902,IKT,2020-12-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
2903,ILAG,2022-07-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
2904,ILAL,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
2905,ILMN,2000-07-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
2906,ILPT,2018-01-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2907,IMAB,2020-01-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2908,IMAHF,2010-06-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2909,IMAX,1994-06-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
2910,IMCC,2020-05-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
2911,IMCI,1993-09-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
2912,IMCR,2021-02-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
2913,IMHC,2007-02-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
2914,IMII,2009-11-18 00:00:00-05:00,2024-06-07 00:00:00-04:00
2915,IMKTA,1987-09-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
2916,IMMP,2012-04-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
2917,IMMR,1999-11-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2918,IMMX,2021-12-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
2919,IMNM,2020-10-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
2920,IMO,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2921,IMOS,2003-07-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
2922,IMPPP,2021-12-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
2923,IMRX,2021-07-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2924,IMTE,2017-08-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
2925,IMTH,2007-05-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2926,IMUC,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
2927,IMUX,2014-04-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
2928,IMVT,2019-06-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
2929,IMXI,2017-03-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
2930,INAB,2021-07-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2931,INAQ,2023-08-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
2932,INBKZ,2019-06-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
2933,INBP,1996-10-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
2934,INBX,2024-05-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
2935,INCR,2019-01-28 00:00:00-05:00,2024-06-07 00:00:00-04:00
2936,INCT,1999-09-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
2937,INCY,1993-11-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
2938,INDB,1986-05-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
2939,INDO,2019-12-19 00:00:00-05:00,2024-06-07 00:00:00-04:00
2940,INDP,2015-08-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
2941,INFA,2021-10-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
2942,INFN,2007-06-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
2943,INFU,2007-12-27 00:00:00-05:00,2024-06-07 00:00:00-04:00
2944,INFY,1999-03-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
2945,INGN,2014-02-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
2946,INGR,1997-12-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
2947,INGVF,2010-02-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
2948,INIS,1997-08-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
2949,INKT,2021-10-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
2950,INLB,2012-01-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
2951,INLX,2012-02-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
2952,INM,2014-05-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
2953,INMB,2019-02-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
2954,INMD,2019-08-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2955,INN,2011-02-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
2956,INN-PF,2021-08-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
2957,INND,2017-03-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
2958,INNV,2021-03-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
2959,INO,1998-12-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
2960,INOD,1993-08-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
2961,INQD,2015-02-27 00:00:00-05:00,2024-06-07 00:00:00-04:00
2962,INRD,1999-04-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
2963,INRE,2016-11-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
2964,INSD,2020-10-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
2965,INSE,2014-12-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
2966,INSG,2000-11-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
2967,INSI,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2968,INSM,2000-06-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
2969,INSP,2018-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
2970,INST,2021-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
2971,INSW,2016-11-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
2972,INTA,2021-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2973,INTC,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2974,INTG,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
2975,INTI,2013-09-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
2976,INTR,2022-06-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
2977,INTS,2023-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2978,INTT,1997-06-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
2979,INTU,1993-03-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
2980,INTV,2017-12-18 00:00:00-05:00,2024-06-07 00:00:00-04:00
2981,INTZ,1992-05-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
2982,INUV,1998-08-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
2983,INVA,2004-10-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
2984,INVE,1997-10-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
2985,INVH,2017-02-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
2986,INVO,2020-11-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
2987,INVU,2000-01-14 00:00:00-05:00,2024-06-07 00:00:00-04:00
2988,INZY,2020-07-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
2989,IOBT,2021-11-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
2990,IONI,2016-04-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
2991,IONM,2018-03-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
2992,IONQ,2021-01-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
2993,IONR,2022-06-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
2994,IONS,1991-05-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
2995,IOR,1986-11-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
2996,IOSP,1998-05-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
2997,IOT,2021-12-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
2998,IOVA,2010-10-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
2999,IP,1962-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3000,IPA,2002-01-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
3001,IPAR,1988-02-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
3002,IPCIF,2009-10-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3003,IPDN,2013-03-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
3004,IPG,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3005,IPGP,2006-12-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
3006,IPHYF,2015-06-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3007,IPI,2008-04-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3008,IPIX,2007-05-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
3009,IPSC,2021-06-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
3010,IPSI,2016-08-19 00:00:00-04:00,2024-06-07 00:00:00-04:00
3011,IPTK,2000-03-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
3012,IPW,2021-05-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3013,IPWLO,2014-01-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
3014,IPWR,2013-11-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
3015,IQ,2018-03-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
3016,IQI,1992-09-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3017,IQST,2018-07-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3018,IQV,2013-05-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3019,IR,2017-05-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3020,IRBT,2005-11-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3021,IRDM,2008-03-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
3022,IREN,2021-11-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3023,IRIX,1996-02-16 00:00:00-05:00,2024-06-07 00:00:00-04:00
3024,IRM,1996-02-01 00:00:00-05:00,2024-06-07 00:00:00-04:00
3025,IRMD,2014-07-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
3026,IRME,2021-01-26 00:00:00-05:00,2024-06-07 00:00:00-04:00
3027,IRNS,2001-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3028,IROQ,2011-07-08 00:00:00-04:00,2024-06-07 00:00:00-04:00
3029,IRRX,2022-01-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
3030,IRS,1994-12-20 00:00:00-05:00,2024-06-07 00:00:00-04:00
3031,IRT,2013-08-13 00:00:00-04:00,2024-06-07 00:00:00-04:00
3032,IRTC,2016-10-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
3033,IRWD,2010-02-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
3034,ISBA,2006-01-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
3035,ISCO,2007-05-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3036,ISDR,2008-01-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
3037,ISGN,1994-12-06 00:00:00-05:00,2024-06-07 00:00:00-04:00
3038,ISPC,2021-06-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
3039,ISPOW,2021-02-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3040,ISRG,2000-06-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
3041,ISRL,2023-02-28 00:00:00-05:00,2024-06-07 00:00:00-04:00
3042,ISSC,2000-08-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
3043,ISTR,2014-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3044,ISUN,2016-04-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3045,IT,1993-10-05 00:00:00-04:00,2024-06-07 00:00:00-04:00
3046,ITCI,2014-01-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
3047,ITGR,2000-09-29 00:00:00-04:00,2024-06-07 00:00:00-04:00
3048,ITHUF,2018-03-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3049,ITI,1994-01-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
3050,ITIC,1986-12-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
3051,ITOS,2020-07-24 00:00:00-04:00,2024-06-07 00:00:00-04:00
3052,ITOX,2006-05-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3053,ITP,2007-10-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3054,ITRG,2020-07-31 00:00:00-04:00,2024-06-07 00:00:00-04:00
3055,ITRI,1993-11-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
3056,ITRM,2018-05-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
3057,ITRN,2005-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
3058,ITT,1995-12-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
3059,ITUB,2002-02-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
3060,ITW,1973-03-13 00:00:00-05:00,2024-06-07 00:00:00-04:00
3061,IVAC,1995-11-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
3062,IVBT,2017-09-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3063,IVCBU,2021-12-15 00:00:00-05:00,2024-06-07 00:00:00-04:00
3064,IVDN,2004-02-25 00:00:00-05:00,2024-06-07 00:00:00-04:00
3065,IVEVF,2019-05-07 00:00:00-04:00,2024-06-07 00:00:00-04:00
3066,IVFH,2001-06-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
3067,IVR,2009-07-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3068,IVR-PC,2017-08-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
3069,IVT,2014-02-27 00:00:00-05:00,2024-06-07 00:00:00-04:00
3070,IVZ,1995-08-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
3071,IWAL,2012-04-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
3072,IWSH,2004-11-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
3073,IWSY,2000-05-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3074,IXHL,2022-03-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3075,IZEA,2012-02-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3076,IZM,2023-03-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
3077,J,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3078,JACK,1992-03-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
3079,JAGX,2015-05-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3080,JAKK,1996-05-02 00:00:00-04:00,2024-06-07 00:00:00-04:00
3081,JAMF,2020-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3082,JAN,1991-11-07 00:00:00-05:00,2024-06-07 00:00:00-04:00
3083,JANL,2003-07-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
3084,JANX,2021-06-11 00:00:00-04:00,2024-06-07 00:00:00-04:00
3085,JAZZ,2007-06-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3086,JBGS,2017-07-06 00:00:00-04:00,2024-06-07 00:00:00-04:00
3087,JBHT,1983-11-22 00:00:00-05:00,2024-06-07 00:00:00-04:00
3088,JBI,2019-12-20 00:00:00-05:00,2024-06-07 00:00:00-04:00
3089,JBL,1993-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
3090,JBLU,2002-04-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3091,JBSS,1991-12-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
3092,JBT,2008-07-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3093,JCI,1987-09-28 00:00:00-04:00,2024-06-07 00:00:00-04:00
3094,JCSE,2022-04-22 00:00:00-04:00,2024-06-07 00:00:00-04:00
3095,JCTCF,1996-04-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3096,JDCMF,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
3097,JEF,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3098,JELD,2017-01-27 00:00:00-05:00,2024-06-07 00:00:00-04:00
3099,JETMF,2021-01-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
3100,JEWL,2022-12-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3101,JFIL,2015-03-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3102,JFIN,2019-05-10 00:00:00-04:00,2024-06-07 00:00:00-04:00
3103,JFU,2019-08-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
3104,JG,2018-07-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3105,JHG,2017-05-30 00:00:00-04:00,2024-06-07 00:00:00-04:00
3106,JHIUF,2010-06-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3107,JILL,2017-03-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3108,JJSF,1986-02-04 00:00:00-05:00,2024-06-07 00:00:00-04:00
3109,JKHY,1985-11-20 00:00:00-05:00,2024-06-07 00:00:00-04:00
3110,JKS,2010-05-14 00:00:00-04:00,2024-06-07 00:00:00-04:00
3111,JKSM,2001-05-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3112,JLL,1997-07-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
3113,JMIA,2019-04-12 00:00:00-04:00,2024-06-07 00:00:00-04:00
3114,JMSB,2017-03-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3115,JNJ,1962-01-02 00:00:00-05:00,2024-06-07 00:00:00-04:00
3116,JNPR,1999-06-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
3117,JOB,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3118,JOBY,2020-11-09 00:00:00-05:00,2024-06-07 00:00:00-04:00
3119,JOE,1990-03-23 00:00:00-05:00,2024-06-07 00:00:00-04:00
3120,JOUT,1987-10-09 00:00:00-04:00,2024-06-07 00:00:00-04:00
3121,JPM-PM,2021-07-23 00:00:00-04:00,2024-06-07 00:00:00-04:00
3122,JPPYY,2015-07-16 00:00:00-04:00,2024-06-07 00:00:00-04:00
3123,JRJCY,2004-10-15 00:00:00-04:00,2024-06-07 00:00:00-04:00
3124,JRSH,2018-05-04 00:00:00-04:00,2024-06-07 00:00:00-04:00
3125,JRSS,2016-09-27 00:00:00-04:00,2024-06-07 00:00:00-04:00
3126,JRVR,2014-12-12 00:00:00-05:00,2024-06-07 00:00:00-04:00
3127,JSDA,1999-06-21 00:00:00-04:00,2024-06-07 00:00:00-04:00
3128,JSHG,2013-02-08 00:00:00-05:00,2024-06-07 00:00:00-04:00
3129,JSM,2003-12-30 00:00:00-05:00,2024-06-07 00:00:00-04:00
3130,JTKWY,2020-03-25 00:00:00-04:00,2024-06-07 00:00:00-04:00
3131,JUPGF,2018-11-05 00:00:00-05:00,2024-06-07 00:00:00-04:00
3132,JUSHF,2019-06-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
3133,JUVF,1999-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3134,JVA,2005-05-03 00:00:00-04:00,2024-06-07 00:00:00-04:00
3135,JWEL,2021-03-17 00:00:00-04:00,2024-06-07 00:00:00-04:00
3136,JWN,1980-03-17 00:00:00-05:00,2024-06-07 00:00:00-04:00
3137,JWSM,2021-03-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3138,JXN,2021-09-01 00:00:00-04:00,2024-06-07 00:00:00-04:00
3139,JYNT,2014-11-11 00:00:00-05:00,2024-06-07 00:00:00-04:00
3140,JZ,2022-08-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
3141,JZXN,2021-05-18 00:00:00-04:00,2024-06-07 00:00:00-04:00
3142,K,1973-02-21 00:00:00-05:00,2024-06-07 00:00:00-04:00
3143,KAI,1992-11-03 00:00:00-05:00,2024-06-07 00:00:00-04:00
3144,KALA,2017-07-20 00:00:00-04:00,2024-06-07 00:00:00-04:00
3145,KALO,2007-10-26 00:00:00-04:00,2024-06-07 00:00:00-04:00
